feature;shap_importance
CC_MONTHS_BALANCE_SUM;0.0
INSTAL_AMT_PAYMENT_SUM;0.0
CC_MONTHS_BALANCE_MEAN;0.0
CC_MONTHS_BALANCE_MAX;0.0
CC_MONTHS_BALANCE_MIN;0.0
INSTAL_COUNT;0.0
INSTAL_DAYS_ENTRY_PAYMENT_SUM;0.0
INSTAL_DAYS_ENTRY_PAYMENT_MEAN;0.0
INSTAL_DAYS_ENTRY_PAYMENT_MAX;0.0
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN;0.0
CC_SK_DPD_MEAN;0.0
CC_AMT_RECEIVABLE_PRINCIPAL_VAR;0.0
CC_NAME_CONTRACT_STATUS_nan_VAR;0.0
CC_NAME_CONTRACT_STATUS_nan_MEAN;0.0
CC_NAME_CONTRACT_STATUS_Signed_VAR;0.0
CC_NAME_CONTRACT_STATUS_Signed_SUM;0.0
CC_NAME_CONTRACT_STATUS_Signed_MEAN;0.0
CC_NAME_CONTRACT_STATUS_Sent proposal_VAR;0.0
CC_NAME_CONTRACT_STATUS_Sent proposal_SUM;0.0
CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN;0.0
CC_NAME_CONTRACT_STATUS_Demand_VAR;0.0
CC_NAME_CONTRACT_STATUS_Demand_SUM;0.0
CC_NAME_CONTRACT_STATUS_Demand_MEAN;0.0
CC_NAME_CONTRACT_STATUS_Completed_VAR;0.0
CC_NAME_CONTRACT_STATUS_Completed_SUM;0.0
CC_NAME_CONTRACT_STATUS_Completed_MEAN;0.0
CC_NAME_CONTRACT_STATUS_Active_VAR;0.0
CC_NAME_CONTRACT_STATUS_Active_SUM;0.0
CC_NAME_CONTRACT_STATUS_Active_MEAN;0.0
CC_SK_DPD_DEF_VAR;0.0
CC_NAME_CONTRACT_STATUS_nan_SUM;0.0
CC_COUNT;0.0
CC_SK_DPD_DEF_MEAN;0.0
CC_NAME_CONTRACT_STATUS_Active_MIN_False;0.0
CC_NAME_CONTRACT_STATUS_Signed_MAX_True;0.0
CC_NAME_CONTRACT_STATUS_Signed_MAX_False;0.0
CC_NAME_CONTRACT_STATUS_Signed_MIN_True;0.0
CC_NAME_CONTRACT_STATUS_Signed_MIN_False;0.0
CC_NAME_CONTRACT_STATUS_Sent proposal_MAX_False;0.0
CC_NAME_CONTRACT_STATUS_Sent proposal_MIN_False;0.0
CC_NAME_CONTRACT_STATUS_nan_MIN_False;0.0
CC_NAME_CONTRACT_STATUS_Demand_MAX_False;0.0
CC_NAME_CONTRACT_STATUS_Demand_MIN_False;0.0
