feature;shap_importance
CC_NAME_CONTRACT_STATUS_Completed_MAX_True;0.0
CC_NAME_CONTRACT_STATUS_Completed_MAX_False;0.0
POS_NAME_CONTRACT_STATUS_Returned to the store_MEAN;0.0
CC_NAME_CONTRACT_STATUS_Completed_MIN_True;0.0
CC_NAME_CONTRACT_STATUS_Completed_MIN_False;0.0
CC_NAME_CONTRACT_STATUS_Active_MAX_True;0.0
CC_NAME_CONTRACT_STATUS_Active_MAX_False;0.0
CC_NAME_CONTRACT_STATUS_Active_MIN_True;0.0
CC_SK_DPD_DEF_SUM;0.0
CC_SK_DPD_DEF_MAX;0.0
CC_AMT_RECIVABLE_MIN;0.0
CC_CNT_DRAWINGS_CURRENT_VAR;0.0
CC_CNT_DRAWINGS_CURRENT_MEAN;0.0
CC_CNT_DRAWINGS_CURRENT_MAX;0.0
CC_CNT_DRAWINGS_CURRENT_MIN;0.0
CC_CNT_DRAWINGS_ATM_CURRENT_VAR;0.0
CC_CNT_DRAWINGS_ATM_CURRENT_SUM;0.0
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN;0.0
CC_CNT_DRAWINGS_ATM_CURRENT_MAX;0.0
CC_CNT_DRAWINGS_ATM_CURRENT_MIN;0.0
CC_AMT_TOTAL_RECEIVABLE_VAR;0.0
CC_AMT_TOTAL_RECEIVABLE_SUM;0.0
CC_AMT_TOTAL_RECEIVABLE_MEAN;0.0
CC_AMT_TOTAL_RECEIVABLE_MAX;0.0
CC_AMT_TOTAL_RECEIVABLE_MIN;0.0
CC_AMT_RECIVABLE_VAR;0.0
CC_AMT_RECIVABLE_SUM;0.0
CC_AMT_RECIVABLE_MEAN;0.0
CC_AMT_RECIVABLE_MAX;0.0
CC_CNT_DRAWINGS_CURRENT_SUM;0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN;0.0
CC_SK_DPD_DEF_MIN;0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX;0.0
CC_SK_DPD_VAR;0.0
CC_SK_DPD_SUM;0.0
CC_SK_DPD_MAX;0.0
CC_SK_DPD_MIN;0.0
CC_CNT_INSTALMENT_MATURE_CUM_VAR;0.0
CC_CNT_INSTALMENT_MATURE_CUM_SUM;0.0
CC_CNT_INSTALMENT_MATURE_CUM_MEAN;0.0
CC_CNT_INSTALMENT_MATURE_CUM_MAX;0.0
CC_CNT_INSTALMENT_MATURE_CUM_MIN;0.0
CC_CNT_DRAWINGS_POS_CURRENT_VAR;0.0
CC_CNT_DRAWINGS_POS_CURRENT_SUM;0.0
CC_CNT_DRAWINGS_POS_CURRENT_MEAN;0.0
CC_CNT_DRAWINGS_POS_CURRENT_MAX;0.0
CC_CNT_DRAWINGS_POS_CURRENT_MIN;0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR;0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM;0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN;0.0
POS_NAME_CONTRACT_STATUS_Signed_MEAN;0.0
PREV_PRODUCT_COMBINATION_POS other with interest_MEAN;0.0
POS_NAME_CONTRACT_STATUS_Demand_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_Auto technology_MEAN;0.0
PREV_CHANNEL_TYPE_Stone_MEAN;0.0
PREV_CHANNEL_TYPE_Regional / Local_MEAN;0.0
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN;0.0
PREV_CHANNEL_TYPE_Country-wide_MEAN;0.0
PREV_CHANNEL_TYPE_Contact center_MEAN;0.0
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN;0.0
PREV_CHANNEL_TYPE_Car dealer_MEAN;0.0
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN;0.0
PREV_NAME_PRODUCT_TYPE_nan_MEAN;0.0
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN;0.0
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN;0.0
PREV_NAME_PRODUCT_TYPE_XNA_MEAN;0.0
PREV_NAME_PORTFOLIO_nan_MEAN;0.0
PREV_NAME_PORTFOLIO_XNA_MEAN;0.0
PREV_NAME_PORTFOLIO_POS_MEAN;0.0
PREV_NAME_PORTFOLIO_Cash_MEAN;0.0
PREV_NAME_PORTFOLIO_Cars_MEAN;0.0
PREV_CHANNEL_TYPE_nan_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_nan_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN;0.0
PREV_PRODUCT_COMBINATION_Card X-Sell_MEAN;0.0
PREV_PRODUCT_COMBINATION_Card Street_MEAN;0.0
PREV_NAME_YIELD_GROUP_nan_MEAN;0.0
PREV_NAME_YIELD_GROUP_middle_MEAN;0.0
PREV_NAME_YIELD_GROUP_low_normal_MEAN;0.0
PREV_NAME_YIELD_GROUP_low_action_MEAN;0.0
PREV_NAME_YIELD_GROUP_high_MEAN;0.0
PREV_NAME_YIELD_GROUP_XNA_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_nan_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_MLM partners_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN;0.0
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN;0.0
PREV_NAME_PORTFOLIO_Cards_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_XNA_MEAN;0.0
PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Computers_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Auto Accessories_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Additional Service_MEAN;0.0
PREV_NAME_CLIENT_TYPE_nan_MEAN;0.0
PREV_NAME_CLIENT_TYPE_XNA_MEAN;0.0
PREV_NAME_CLIENT_TYPE_Repeater_MEAN;0.0
FLAG_DOCUMENT_4;0.0
FLAG_DOCUMENT_5;0.0
PREV_CODE_REJECT_REASON_XNA_MEAN;0.0
PREV_CODE_REJECT_REASON_LIMIT_MEAN;0.0
BURO_DAYS_CREDIT_MAX;0.0
BURO_DAYS_CREDIT_ENDDATE_MIN;0.0
BURO_DAYS_CREDIT_ENDDATE_MAX;0.0
BURO_CREDIT_DAY_OVERDUE_MEAN;0.0
BURO_AMT_CREDIT_SUM_MAX;0.0
BURO_AMT_CREDIT_SUM_MEAN;0.0
CLOSED_DAYS_CREDIT_ENDDATE_MIN;0.0
PREV_NAME_GOODS_CATEGORY_Clothing and Accessories_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Construction Materials_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Photo / Cinema Equipment_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Other_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Office Appliances_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Medical Supplies_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Education_MEAN;0.0
PREV_NAME_GOODS_CATEGORY_Direct Sales_MEAN;0.0
PREV_PRODUCT_COMBINATION_Cash_MEAN;0.0
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN;0.0
POS_NAME_CONTRACT_STATUS_Completed_MEAN;0.0
REFUSED_HOUR_APPR_PROCESS_START_MIN;0.0
REFUSED_AMT_GOODS_PRICE_MAX;0.0
REFUSED_AMT_GOODS_PRICE_MIN;0.0
REFUSED_AMT_DOWN_PAYMENT_MEAN;0.0
REFUSED_AMT_DOWN_PAYMENT_MAX;0.0
REFUSED_AMT_DOWN_PAYMENT_MIN;0.0
REFUSED_APP_CREDIT_PERC_VAR;0.0
REFUSED_APP_CREDIT_PERC_MEAN;0.0
REFUSED_APP_CREDIT_PERC_MAX;0.0
REFUSED_APP_CREDIT_PERC_MIN;0.0
REFUSED_AMT_CREDIT_MEAN;0.0
REFUSED_AMT_CREDIT_MAX;0.0
REFUSED_AMT_CREDIT_MIN;0.0
REFUSED_AMT_APPLICATION_MEAN;0.0
REFUSED_AMT_APPLICATION_MAX;0.0
REFUSED_AMT_APPLICATION_MIN;0.0
REFUSED_AMT_ANNUITY_MEAN;0.0
REFUSED_AMT_ANNUITY_MAX;0.0
REFUSED_AMT_GOODS_PRICE_MEAN;0.0
REFUSED_HOUR_APPR_PROCESS_START_MAX;0.0
APPROVED_CNT_PAYMENT_SUM;0.0
REFUSED_HOUR_APPR_PROCESS_START_MEAN;0.0
POS_NAME_CONTRACT_STATUS_Approved_MEAN;0.0
POS_NAME_CONTRACT_STATUS_Active_MEAN;0.0
POS_SK_DPD_DEF_MEAN;0.0
POS_SK_DPD_DEF_MAX;0.0
POS_SK_DPD_MEAN;0.0
POS_SK_DPD_MAX;0.0
POS_MONTHS_BALANCE_SIZE;0.0
POS_MONTHS_BALANCE_MEAN;0.0
POS_MONTHS_BALANCE_MAX;0.0
REFUSED_CNT_PAYMENT_SUM;0.0
REFUSED_CNT_PAYMENT_MEAN;0.0
REFUSED_DAYS_DECISION_MEAN;0.0
REFUSED_DAYS_DECISION_MAX;0.0
REFUSED_DAYS_DECISION_MIN;0.0
REFUSED_RATE_DOWN_PAYMENT_MEAN;0.0
REFUSED_RATE_DOWN_PAYMENT_MAX;0.0
REFUSED_RATE_DOWN_PAYMENT_MIN;0.0
REFUSED_AMT_ANNUITY_MIN;0.0
APPROVED_CNT_PAYMENT_MEAN;0.0
PREV_PRODUCT_COMBINATION_Cash Street: middle_MEAN;0.0
APPROVED_AMT_CREDIT_MAX;0.0
APPROVED_AMT_APPLICATION_MEAN;0.0
APPROVED_AMT_APPLICATION_MAX;0.0
APPROVED_AMT_APPLICATION_MIN;0.0
APPROVED_AMT_ANNUITY_MEAN;0.0
APPROVED_AMT_ANNUITY_MAX;0.0
APPROVED_AMT_ANNUITY_MIN;0.0
PREV_PRODUCT_COMBINATION_nan_MEAN;0.0
PREV_PRODUCT_COMBINATION_POS others without interest_MEAN;0.0
PREV_PRODUCT_COMBINATION_POS mobile without interest_MEAN;0.0
PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN;0.0
PREV_PRODUCT_COMBINATION_POS industry without interest_MEAN;0.0
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN;0.0
PREV_PRODUCT_COMBINATION_POS household without interest_MEAN;0.0
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN;0.0
PREV_PRODUCT_COMBINATION_Cash X-Sell: middle_MEAN;0.0
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN;0.0
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN;0.0
APPROVED_AMT_CREDIT_MIN;0.0
APPROVED_AMT_CREDIT_MEAN;0.0
APPROVED_DAYS_DECISION_MEAN;0.0
APPROVED_APP_CREDIT_PERC_MIN;0.0
APPROVED_DAYS_DECISION_MAX;0.0
APPROVED_DAYS_DECISION_MIN;0.0
APPROVED_RATE_DOWN_PAYMENT_MEAN;0.0
APPROVED_RATE_DOWN_PAYMENT_MAX;0.0
APPROVED_RATE_DOWN_PAYMENT_MIN;0.0
APPROVED_HOUR_APPR_PROCESS_START_MEAN;0.0
APPROVED_HOUR_APPR_PROCESS_START_MAX;0.0
APPROVED_HOUR_APPR_PROCESS_START_MIN;0.0
APPROVED_AMT_GOODS_PRICE_MEAN;0.0
APPROVED_AMT_GOODS_PRICE_MAX;0.0
APPROVED_AMT_GOODS_PRICE_MIN;0.0
APPROVED_AMT_DOWN_PAYMENT_MEAN;0.0
APPROVED_AMT_DOWN_PAYMENT_MAX;0.0
APPROVED_AMT_DOWN_PAYMENT_MIN;0.0
APPROVED_APP_CREDIT_PERC_VAR;0.0
APPROVED_APP_CREDIT_PERC_MEAN;0.0
APPROVED_APP_CREDIT_PERC_MAX;0.0
CC_NAME_CONTRACT_STATUS_nan_MAX_False;0.0
